,pearson,nrmse,mse,mae
CTX_RH_SUPERIORPARIETAL,0.6175236193488234,0.07915600708052303,0.17596608671883932,0.3044456770580035
CTX_RH_SUPERIORTEMPORAL,0.4988985373135306,0.08229865100934494,0.12684476427063304,0.2609829400980916
CTX_RH_SUPRAMARGINAL,0.46866780925979207,0.09627012114870087,0.12620815037604732,0.25890820475503085
CTX_RH_FRONTALPOLE,0.47283835648375855,0.12320481810035383,0.16705896182696842,0.281517452469204
CTX_RH_TEMPORALPOLE,0.4801601462719287,0.08787396670281905,0.13088520059821107,0.2625501993945461
CTX_RH_TRANSVERSETEMPORAL,0.20795270340588345,0.09094910277949153,0.10981485220475662,0.23147083041673397
CTX_RH_INSULA,0.4541267128571224,0.08433319606992068,0.12817543260426778,0.2536347317877251
LEFT_CEREBELLUM_CORTEX,0.21828199947419452,0.08815664618710298,0.11574661536216686,0.24521461407357897
LEFT_THALAMUS_PROPER,0.6068464903068161,0.06769180537748173,0.13664387562581873,0.2658610948044561
LEFT_CAUDATE,0.7777551424059627,0.08821423926521593,0.07236191205313322,0.18874231839178757
LEFT_PUTAMEN,0.5097450556469045,0.10097835799461037,0.17987246177092583,0.30726791586389046
LEFT_PALLIDUM,0.5383456900632065,0.11502572837884209,0.15665014538401784,0.28050712767754094
LEFT_HIPPOCAMPUS,0.5224689411887388,0.07824874425906937,0.1747905416080984,0.2974533598284011
LEFT_AMYGDALA,0.6197777273035702,0.112805873756371,0.17769698367302428,0.3088792610931005
LEFT_ACCUMBENS_AREA,0.7261681727102508,0.12525602268772382,0.12193136050961234,0.24521868892536017
LEFT_VENTRALDC,0.5891977651444663,0.11087212845515872,0.15899919895009695,0.286529372084784
RIGHT_CEREBELLUM_CORTEX,0.27986599782895705,0.0738502495037299,0.12271582132601044,0.250745950540602
RIGHT_THALAMUS_PROPER,0.5192663802937936,0.09568436843509952,0.16157402312583763,0.28382962555599384
RIGHT_CAUDATE,0.7464660411239301,0.10642470746951115,0.09472573260132856,0.219761053994102
RIGHT_PUTAMEN,0.49569597853460456,0.11442629837306433,0.1777690387664063,0.2968609476881858
RIGHT_PALLIDUM,0.5243696258369609,0.1470043439246819,0.20333523908240594,0.3253276571957259
RIGHT_HIPPOCAMPUS,0.5287764537439399,0.09324249632777276,0.19685211155029833,0.31862103719144097
RIGHT_AMYGDALA,0.6534084171863298,0.11131751903992645,0.16265485072050734,0.2937661991958079
RIGHT_ACCUMBENS_AREA,0.6446390423072568,0.14697095942841468,0.18248751759767579,0.31343981684193223
RIGHT_VENTRALDC,0.5147001613613273,0.1007085627514088,0.17220959301718275,0.29411570111586205
