,pearson,nrmse,mse,mae
CTX_RH_ROSTRALANTERIORCINGULATE,0.46819824824736594,0.2730494319441871,0.09201946413178719,0.20772335305809975
CTX_RH_ROSTRALMIDDLEFRONTAL,0.5840748385408056,0.2984706003578343,0.12359086213008869,0.2176289288327098
CTX_RH_SUPERIORFRONTAL,0.5868487666011114,0.260474702312845,0.08582925217250098,0.19774588849395514
CTX_RH_SUPERIORPARIETAL,0.6915876041626314,0.24829066982675332,0.08668381402613023,0.2121023740619421
CTX_RH_SUPERIORTEMPORAL,0.39537420289250347,0.2629149108152633,0.07913967299076063,0.19768518581986427
CTX_RH_SUPRAMARGINAL,0.40401004436818067,0.24102025599245355,0.07475377126007199,0.18861140683293343
CTX_RH_FRONTALPOLE,0.4961262542406675,0.2985981292691604,0.13570592759617833,0.23837774712592363
CTX_RH_TEMPORALPOLE,0.44486067448457217,0.2866706359613254,0.08429236240480138,0.2011139807291329
CTX_RH_TRANSVERSETEMPORAL,0.22605060462413126,0.2798738318979239,0.08018920953823755,0.19155127461999655
CTX_RH_INSULA,0.43485711339265154,0.25584945107316626,0.08922662926314895,0.20396901667118073
LEFT_CEREBELLUM_CORTEX,-0.2331549064960834,0.2594880342146351,0.07295788050975688,0.18132767733186483
LEFT_THALAMUS_PROPER,0.5487015008383507,0.23422588172700134,0.0645818089295308,0.1765976119786501
LEFT_CAUDATE,0.7111484887404225,0.3265781962168297,0.04339081351650781,0.14326332206837833
LEFT_PUTAMEN,0.46271770763132153,0.23535582208789652,0.1309556274900951,0.26133443880826235
LEFT_PALLIDUM,0.5040817165301924,0.2478756804441063,0.11869576960953188,0.2420943919569254
LEFT_HIPPOCAMPUS,0.49562332988001573,0.2576420907845261,0.10114219556579779,0.22288796212524176
LEFT_AMYGDALA,0.6118223863771755,0.262412228012111,0.11645120292801231,0.2481483118608594
LEFT_ACCUMBENS_AREA,0.5037438303085693,0.266383725306885,0.08633389173868,0.1977221518754959
LEFT_VENTRALDC,0.32404196991388995,0.26235623928071,0.1067174655515718,0.2294752486050129
RIGHT_CEREBELLUM_CORTEX,-0.0938997456207188,0.25998407159703935,0.07537034205713505,0.18433765042573214
RIGHT_THALAMUS_PROPER,0.327075805051491,0.26419378608253846,0.09716493202707721,0.2088159304112196
RIGHT_CAUDATE,0.7160614645946201,0.2924989060691158,0.056076245221517274,0.17062716465443373
RIGHT_PUTAMEN,0.46257543977240334,0.23840734731689556,0.13143614158551198,0.2447407729923725
RIGHT_PALLIDUM,0.5107942023636056,0.24651039901009594,0.15924376432220977,0.28165275044739246
RIGHT_HIPPOCAMPUS,0.5820368219736165,0.24625254239526648,0.11202673954342168,0.23740668967366219
RIGHT_AMYGDALA,0.674921992733905,0.24642669054237734,0.10902205419780175,0.23354569636285305
RIGHT_ACCUMBENS_AREA,0.4121650209853991,0.27558194083729937,0.1373140761951398,0.27708857506513596
RIGHT_VENTRALDC,0.3662533827791743,0.2585318676252021,0.12175396433674479,0.24313860014081
